title,title_href,mc_link,genre,certificate,votes,metascore,directors,stars,runtime,rating,introduction,produce_year
To Kill a Mockingbird,/title/tt0056592/,https://www.metacritic.com/movie/to-kill-a-mockingbird?ftag=MCD-06-10aaa1c,"Crime,Drama",Approved,309381,88.0,Approved,129 min,129,8.2,"Atticus Finch, a widowed lawyer in Depression-era Alabama, defends a black man against an undeserved rape charge, and his children against prejudice.",1962
First Blood,/title/tt0083944/,https://www.metacritic.com/movie/first-blood?ftag=MCD-06-10aaa1c,"Action,Adventure,Thriller",R,243760,61.0,R,93 min,93,7.7,A veteran Green Beret is forced by a cruel Sheriff and his deputies to flee into the mountains and wage an escalating one-man war against his pursuers.,1982
Billy Elliot,/title/tt0249462/,https://www.metacritic.com/movie/billy-elliot?ftag=MCD-06-10aaa1c,"Drama,Music",R,132764,74.0,R,110 min,110,7.7,A talented young boy becomes torn between his unexpected love of dance and the disintegration of his family.,2000
Singin' in the Rain,/title/tt0045152/,https://www.metacritic.com/movie/singin-in-the-rain?ftag=MCD-06-10aaa1c,"Comedy,Musical,Romance",G,234473,99.0,G,103 min,103,8.3,A silent film star falls for a chorus girl just as he and his delusionally jealous screen partner are trying to make the difficult transition to talking pictures in 1920s Hollywood.,1952
Dark City,/title/tt0118929/,https://www.metacritic.com/movie/dark-city?ftag=MCD-06-10aaa1c,"Fantasy,Mystery,Sci-Fi",R,196613,66.0,R,100 min,100,7.6,"A man struggles with memories of his past, which include a wife he cannot remember and a nightmarish world no one else ever seems to wake up from.",1998
Chungking Express,/title/tt0109424/,https://www.metacritic.com/movie/chungking-express?ftag=MCD-06-10aaa1c,"Comedy,Crime,Drama",PG-13,75801,78.0,PG-13,102 min,102,8.1,"Two melancholy Hong Kong policemen fall in love: one with a mysterious female underworld figure, the other with a beautiful and ethereal waitress at a late-night restaurant he frequents.",1994
Metropolis,/title/tt0017136/,https://www.metacritic.com/movie/metropolis-re-release?ftag=MCD-06-10aaa1c,"Drama,Sci-Fi",Not Rated,170171,98.0,Not Rated,153 min,153,8.3,"In a futuristic city sharply divided between the working class and the city planners, the son of the city's mastermind falls in love with a working-class prophet who predicts the coming of a savior to mediate their differences.",1927
Rushmore,/title/tt0128445/,https://www.metacritic.com/movie/rushmore?ftag=MCD-06-10aaa1c,"Comedy,Drama,Romance",R,181289,86.0,R,93 min,93,7.7,"A teenager at Rushmore Academy falls for a much older teacher and befriends a middle-aged industrialist. Later, he finds out that his love interest and his friend are having an affair, which prompts him to begin a vendetta.",1998
Roma,/title/tt6155172/,https://www.metacritic.com/movie/roma?ftag=MCD-06-10aaa1c,Drama,R,152918,96.0,R,135 min,135,7.7,A year in the life of a middle-class family's maid in Mexico City in the early 1970s.,2018
Ordinary People,/title/tt0081283/,https://www.metacritic.com/movie/ordinary-people?ftag=MCD-06-10aaa1c,Drama,R,50808,86.0,R,124 min,124,7.7,"The accidental death of the older son of an affluent family deeply strains the relationships among the bitter mother, the good-natured father, and the guilt-ridden younger son.",1980
Barry Lyndon,/title/tt0072684/,https://www.metacritic.com/movie/barry-lyndon?ftag=MCD-06-10aaa1c,"Adventure,Drama,History",PG,162352,89.0,PG,185 min,185,8.1,An Irish rogue wins the heart of a rich widow and assumes her dead husband's aristocratic position in 18th-century England.,1975
Close Encounters of the Third Kind,/title/tt0075860/,https://www.metacritic.com/movie/close-encounters-of-the-third-kind?ftag=MCD-06-10aaa1c,"Drama,Sci-Fi",PG,196489,90.0,PG,138 min,138,7.6,"Roy Neary, an Indiana electric lineman, finds his quiet and ordinary daily life turned upside down after a close encounter with a UFO, spurring him to an obsessed cross-country quest for answers as a momentous event approaches.",1977
Before Midnight,/title/tt2209418/,https://www.metacritic.com/movie/before-midnight?ftag=MCD-06-10aaa1c,"Drama,Romance",R,152491,94.0,R,109 min,109,7.9,We meet Jesse and Celine nine years on in Greece. Almost two decades have passed since their first meeting on that train bound for Vienna.,2013
The Lego Movie,/title/tt1490017/,https://www.metacritic.com/movie/the-lego-movie?ftag=MCD-06-10aaa1c,"Animation,Action,Adventure",PG,342165,83.0,PG,100 min,100,7.7,"An ordinary LEGO construction worker, thought to be the prophesied as ""special"", is recruited to join a quest to stop an evil tyrant from gluing the LEGO universe into eternal stasis.",2014
Network,/title/tt0074958/,https://www.metacritic.com/movie/network?ftag=MCD-06-10aaa1c,Drama,R,155417,83.0,R,121 min,121,8.1,"A television network cynically exploits a deranged former anchor's ravings and revelations about the news media for its own profit, but finds that his message may be difficult to control.",1976
The Searchers,/title/tt0049730/,https://www.metacritic.com/movie/the-searchers?ftag=MCD-06-10aaa1c,"Adventure,Drama,Western",Passed,87072,94.0,Passed,119 min,119,7.9,An American Civil War veteran embarks on a years-long journey to rescue his niece from the Comanches after the rest of his brother's family is massacred in a raid on their Texas farm.,1956
The Others,/title/tt0230600/,https://www.metacritic.com/movie/the-others?ftag=MCD-06-10aaa1c,"Horror,Mystery,Thriller",PG-13,356618,74.0,PG-13,104 min,104,7.6,A woman who lives in her darkened old family house with her two photosensitive children becomes convinced that the home is haunted.,2001
The Holy Mountain,/title/tt0071615/,https://www.metacritic.com/movie/the-holy-mountain?ftag=MCD-06-10aaa1c,"Adventure,Drama,Fantasy",R,41516,76.0,R,114 min,114,7.9,"In a corrupt, greed-fueled world, a powerful alchemist leads a messianic character and seven materialistic figures to the Holy Mountain, where they hope to achieve enlightenment.",1973
Lethal Weapon,/title/tt0093409/,https://www.metacritic.com/movie/lethal-weapon?ftag=MCD-06-10aaa1c,"Action,Crime,Thriller",R,251863,68.0,R,109 min,109,7.6,Two newly paired cops who are complete opposites must put aside their differences in order to catch a gang of drug smugglers.,1987
Fried Green Tomatoes,/title/tt0101921/,https://www.metacritic.com/movie/fried-green-tomatoes?ftag=MCD-06-10aaa1c,Drama,PG-13,72778,64.0,PG-13,130 min,130,7.7,A housewife who is unhappy with her life befriends an old lady in a nursing home and is enthralled by the tales she tells of people she used to know.,1991
The Birds,/title/tt0056869/,https://www.metacritic.com/movie/the-birds?ftag=MCD-06-10aaa1c,"Drama,Horror,Mystery",PG-13,183602,90.0,PG-13,119 min,119,7.7,A wealthy San Francisco socialite pursues a potential boyfriend to a small Northern California town that slowly takes a turn for the bizarre when birds of all kinds suddenly begin to attack people.,1963
This Is Spinal Tap,/title/tt0088258/,https://www.metacritic.com/movie/this-is-spinal-tap?ftag=MCD-06-10aaa1c,"Comedy,Music",R,137098,92.0,R,82 min,82,7.9,"Spinal Tap, one of England's loudest bands, is chronicled by film director Marty DiBergi on what proves to be a fateful tour.",1984
Naked,/title/tt0107653/,https://www.metacritic.com/movie/naked?ftag=MCD-06-10aaa1c,"Comedy,Drama",Not Rated,38272,85.0,Not Rated,131 min,131,7.8,An unemployed Mancunian vents his rage on unsuspecting strangers as he embarks on a nocturnal London odyssey.,1993
Captain Phillips,/title/tt1535109/,https://www.metacritic.com/movie/captain-phillips?ftag=MCD-06-10aaa1c,"Action,Biography,Crime",PG-13,446793,82.0,PG-13,134 min,134,7.8,"The true story of Captain Richard Phillips and the 2009 hijacking by Somali pirates of the U.S.-flagged MV Maersk Alabama, the first American cargo ship to be hijacked in two hundred years.",2013
Do the Right Thing,/title/tt0097216/,https://www.metacritic.com/movie/do-the-right-thing?ftag=MCD-06-10aaa1c,"Comedy,Drama",R,99165,93.0,R,120 min,120,8.0,"On the hottest day of the year on a street in the Bedford-Stuyvesant section of Brooklyn, everyone's hate and bigotry smolders and builds until it explodes into violence.",1989
Changeling,/title/tt0824747/,https://www.metacritic.com/movie/changeling?ftag=MCD-06-10aaa1c,"Biography,Crime,Drama",R,250898,63.0,R,141 min,141,7.7,Grief-stricken mother Christine Collins (Angelina Jolie) takes on the L.A.P.D. to her own detriment when it tries to pass off an obvious impostor as her missing child.,2008
This Is England,/title/tt0480025/,https://www.metacritic.com/movie/this-is-england?ftag=MCD-06-10aaa1c,"Crime,Drama",Not Rated,120540,86.0,Not Rated,101 min,101,7.7,"A young boy becomes friends with a gang of skinheads. Friends soon become like family, and relationships will be pushed to the very limit.",2006
Harold and Maude,/title/tt0067185/,https://www.metacritic.com/movie/harold-and-maude?ftag=MCD-06-10aaa1c,"Comedy,Drama,Romance",PG,76065,62.0,PG,91 min,91,7.9,"Young, rich, and obsessed with death, Harold finds himself changed forever when he meets lively septuagenarian Maude at a funeral.",1971
Being John Malkovich,/title/tt0120601/,https://www.metacritic.com/movie/being-john-malkovich?ftag=MCD-06-10aaa1c,"Comedy,Drama,Fantasy",R,327917,90.0,R,113 min,113,7.7,A puppeteer discovers a portal that leads literally into the head of movie star John Malkovich.,1999
Spartacus,/title/tt0054331/,https://www.metacritic.com/movie/spartacus?ftag=MCD-06-10aaa1c,"Adventure,Biography,Drama",PG-13,132130,87.0,PG-13,197 min,197,7.9,"The slave Spartacus survives brutal training as a gladiator and leads a violent revolt against the decadent Roman Republic, as the ambitious Crassus seeks to gain power by crushing the uprising.",1960
The Elephant Man,/title/tt0080678/,https://www.metacritic.com/movie/the-elephant-man?ftag=MCD-06-10aaa1c,"Biography,Drama",PG,234946,78.0,PG,124 min,124,8.1,"A Victorian surgeon rescues a heavily disfigured man who is mistreated while scraping a living as a side-show freak. Behind his monstrous façade, there is revealed a person of kindness, intelligence and sophistication.",1980
The Apartment,/title/tt0053604/,https://www.metacritic.com/movie/the-apartment?ftag=MCD-06-10aaa1c,"Comedy,Drama,Romance",Approved,176352,94.0,Approved,125 min,125,8.3,"A Manhattan insurance clerk tries to rise in his company by letting its executives use his apartment for trysts, but complications and a romance of his own ensue.",1960
Serpico,/title/tt0070666/,https://www.metacritic.com/movie/serpico?ftag=MCD-06-10aaa1c,"Biography,Crime,Drama",R,119477,87.0,R,130 min,130,7.7,An honest New York cop named Frank Serpico blows the whistle on rampant corruption in the force only to have his comrades turn against him.,1973
Goldfinger,/title/tt0058150/,https://www.metacritic.com/movie/goldfinger?ftag=MCD-06-10aaa1c,"Action,Adventure,Thriller",PG,185491,87.0,PG,110 min,110,7.7,"While investigating a gold magnate's smuggling, James Bond uncovers a plot to contaminate the Fort Knox gold reserve.",1964
My Fair Lady,/title/tt0058385/,https://www.metacritic.com/movie/my-fair-lady?ftag=MCD-06-10aaa1c,"Drama,Family,Musical",G,93412,95.0,G,170 min,170,7.8,"In 1910s London, snobbish phonetics professor Henry Higgins agrees to a wager that he can make crude flower girl Eliza Doolittle presentable in high society.",1964
The Sting,/title/tt0070735/,https://www.metacritic.com/movie/the-sting?ftag=MCD-06-10aaa1c,"Comedy,Crime,Drama",PG,255206,83.0,PG,129 min,129,8.3,Two grifters team up to pull off the ultimate con.,1973
Once Were Warriors,/title/tt0110729/,https://www.metacritic.com/movie/once-were-warriors?ftag=MCD-06-10aaa1c,"Crime,Drama",R,33620,77.0,R,102 min,102,7.9,A family descended from Maori warriors is bedeviled by a violent father and the societal problems of being treated as outcasts.,1994
Brazil,/title/tt0088846/,https://www.metacritic.com/movie/brazil?ftag=MCD-06-10aaa1c,"Drama,Sci-Fi",R,197526,84.0,R,132 min,132,7.9,A bureaucrat in a dystopic society becomes an enemy of the state as he pursues the woman of his dreams.,1985
Miller's Crossing,/title/tt0100150/,https://www.metacritic.com/movie/millers-crossing?ftag=MCD-06-10aaa1c,"Crime,Drama,Thriller",R,132981,66.0,R,115 min,115,7.7,"Tom Reagan, an advisor to a Prohibition-era crime boss, tries to keep the peace between warring mobs but gets caught in divided loyalties.",1990
The Jungle Book,/title/tt0061852/,https://www.metacritic.com/movie/the-jungle-book?ftag=MCD-06-10aaa1c,"Animation,Adventure,Comedy",G,176892,65.0,G,78 min,78,7.6,Bagheera the Panther and Baloo the Bear have a difficult time trying to convince a boy to leave the jungle for human civilization.,1967
The Longest Day,/title/tt0056197/,https://www.metacritic.com/movie/the-longest-day?ftag=MCD-06-10aaa1c,"Action,Drama,History",G,54775,75.0,G,178 min,178,7.8,"The events of D-Day, told on a grand scale from both the Allied and German points of view.",1962
Life of Brian,/title/tt0079470/,https://www.metacritic.com/movie/monty-pythons-life-of-brian?ftag=MCD-06-10aaa1c,Comedy,R,389403,77.0,R,94 min,94,8.1,"Born on the original Christmas in the stable next door to Jesus Christ, Brian of Nazareth spends his life being mistaken for a messiah.",1979
Awakenings,/title/tt0099077/,https://www.metacritic.com/movie/awakenings?ftag=MCD-06-10aaa1c,"Biography,Drama",PG-13,136412,74.0,PG-13,121 min,121,7.8,"The victims of an encephalitis epidemic many years ago have been catatonic ever since, but now a new drug offers the prospect of reviving them.",1990
Glengarry Glen Ross,/title/tt0104348/,https://www.metacritic.com/movie/glengarry-glen-ross?ftag=MCD-06-10aaa1c,"Crime,Drama,Mystery",R,102819,82.0,R,100 min,100,7.7,An examination of the machinations behind the scenes at a real estate office.,1992
The Maltese Falcon,/title/tt0033870/,https://www.metacritic.com/movie/the-maltese-falcon?ftag=MCD-06-10aaa1c,"Crime,Film-Noir,Mystery",Passed,155768,97.0,Passed,100 min,100,8.0,"San Francisco private detective Sam Spade takes on a case that involves him with three eccentric criminals, a gorgeous liar, and their quest for a priceless statuette, with the stakes rising after his partner is murdered.",1941
High Noon,/title/tt0044706/,https://www.metacritic.com/movie/high-noon-re-release?ftag=MCD-06-10aaa1c,"Drama,Thriller,Western",PG,102433,89.0,PG,85 min,85,8.0,"A town Marshal, despite the disagreements of his newlywed bride and the townspeople around him, must face a gang of deadly killers alone at high noon when the gang leader, an outlaw he sent up years ago, arrives on the noon train.",1952
In the Name of the Father,/title/tt0107207/,https://www.metacritic.com/movie/in-the-name-of-the-father?ftag=MCD-06-10aaa1c,"Biography,Crime,Drama",R,169744,84.0,R,133 min,133,8.1,A man's coerced confession to an I.R.A. bombing he did not commit results in the imprisonment of his father as well. An English lawyer fights to free them.,1993
Cool Hand Luke,/title/tt0061512/,https://www.metacritic.com/movie/cool-hand-luke?ftag=MCD-06-10aaa1c,"Crime,Drama",GP,173174,92.0,GP,127 min,127,8.1,"A laid back Southern man is sentenced to two years in a rural prison, but refuses to conform.",1967
The Wrestler,/title/tt1125849/,https://www.metacritic.com/movie/the-wrestler?ftag=MCD-06-10aaa1c,"Drama,Sport",R,300504,80.0,R,109 min,109,7.9,"A faded professional wrestler must retire, but finds his quest for a new life outside the ring a dispiriting struggle.",2008
The Road Warrior,/title/tt0082694/,https://www.metacritic.com/movie/the-road-warrior?ftag=MCD-06-10aaa1c,"Action,Adventure,Sci-Fi",R,176091,77.0,R,96 min,96,7.6,"In the post-apocalyptic Australian wasteland, a cynical drifter agrees to help a small, gasoline-rich community escape a horde of bandits.",1981
Malcolm X,/title/tt0104797/,https://www.metacritic.com/movie/malcolm-x?ftag=MCD-06-10aaa1c,"Biography,Drama,History",PG-13,92457,73.0,PG-13,202 min,202,7.7,"Biographical epic of the controversial and influential Black Nationalist leader, from his early life and career as a small-time gangster, to his ministry as a member of the Nation of Islam.",1992
Mississippi Burning,/title/tt0095647/,https://www.metacritic.com/movie/mississippi-burning?ftag=MCD-06-10aaa1c,"Crime,Drama,History",R,97641,65.0,R,128 min,128,7.8,Two F.B.I. Agents with wildly different styles arrive in Mississippi to investigate the disappearance of some civil rights activists.,1988
