title,title_href,mc_link,genre,certificate,votes,metascore,directors,stars,introduction,produce_year,runtime,rating
Paths of Glory,/title/tt0050825/,https://www.metacritic.com/movie/paths-of-glory?ftag=MCD-06-10aaa1c,"Drama,War",Approved,191383,90,Approved,88 min,"
After refusing to attack an enemy position, a general accuses the soldiers of cowardice and their commanding officer must defend them.",1957,88,8.4
The Wild Bunch,/title/tt0065214/,https://www.metacritic.com/movie/the-wild-bunch?ftag=MCD-06-10aaa1c,"Action,Adventure,Western",R,82910,97,R,135 min,"
An aging group of outlaws look for one last big score as the ""traditional"" American West is disappearing around them.",1969,135,7.9
Sardar Udham,/title/tt10280296/,https://www.metacritic.com/movie/the-wild-bunch?ftag=MCD-06-10aaa1c,"Biography,Crime,Drama",TV-MA,36540,,TV-MA,164 min,"
A biopic detailing the 2 decades that Punjabi Sikh revolutionary Udham Singh spent planning the assassination of the man responsible for the Jallianwala Bagh massacre.",2021,164,8.7
Stagecoach,/title/tt0031971/,https://www.metacritic.com/movie/stagecoach?ftag=MCD-06-10aaa1c,"Adventure,Drama,Western",Passed,47610,93,Passed,96 min,"
A group of people traveling on a stagecoach find their journey complicated by the threat of Geronimo and learn something about each other in the process.",1939,96,7.9
Ray,/title/tt0350258/,https://www.metacritic.com/movie/ray?ftag=MCD-06-10aaa1c,"Biography,Drama,Music",PG-13,145200,73,PG-13,152 min,"
The story of the life and career of the legendary rhythm and blues musician Ray Charles, from his humble beginnings in the South, where he went blind at age seven, to his meteoric rise to stardom during the 1950s and 1960s.",I 2004,152,7.7
Paper Moon,/title/tt0070510/,https://www.metacritic.com/movie/paper-moon?ftag=MCD-06-10aaa1c,"Comedy,Crime,Drama",PG,46246,77,PG,102 min,"
During the Great Depression, a con man finds himself saddled with a young girl who may or may not be his daughter, and the two forge an unlikely partnership.",1973,102,8.1
25th Hour,/title/tt0307901/,https://www.metacritic.com/movie/25th-hour?ftag=MCD-06-10aaa1c,Drama,R,176594,68,R,135 min,"
Cornered by the DEA, convicted New York drug dealer Montgomery Brogan reevaluates his life in the 24 remaining hours before facing a seven-year jail term.",2002,135,7.6
Gaslight,/title/tt0036855/,https://www.metacritic.com/movie/25th-hour?ftag=MCD-06-10aaa1c,"Crime,Drama,Mystery",Passed,27669,,Passed,114 min,"
Ten years after her aunt was murdered in their London home, a woman returns from Italy in the 1880s to resume residence with her new husband. His obsessive interest in the home rises from a secret that may require driving his wife insane.",1944,114,7.8
Black Book,/title/tt0389557/,https://www.metacritic.com/movie/black-book?ftag=MCD-06-10aaa1c,"Drama,Thriller,War",R,75894,71,R,145 min,"
In the Nazi-occupied Netherlands during World War II, a Jewish singer infiltrates the regional Gestapo headquarters for the Dutch resistance.",2006,145,7.7
Happiness,/title/tt0147612/,https://www.metacritic.com/movie/happiness?ftag=MCD-06-10aaa1c,"Comedy,Drama",NC-17,69304,81,NC-17,134 min,"
The lives of several individuals intertwine as they go about their lives in their own unique ways, engaging in acts society as a whole might find disturbing in a desperate search for human connection.",1998,134,7.7
Run Lola Run,/title/tt0130827/,https://www.metacritic.com/movie/run-lola-run?ftag=MCD-06-10aaa1c,"Crime,Drama,Thriller",R,196027,77,R,80 min,"
After a botched money delivery, Lola has 20 minutes to come up with 100,000 Deutschmarks.",1998,80,7.7
On the Waterfront,/title/tt0047296/,https://www.metacritic.com/movie/on-the-waterfront?ftag=MCD-06-10aaa1c,"Crime,Drama,Thriller",Approved,151339,91,Approved,108 min,"
An ex-prize fighter turned New Jersey longshoreman struggles to stand up to his corrupt union bosses, including his older brother, as he starts to connect with the grieving sister of one of the syndicate's victims.",1954,108,8.1
Dial M for Murder,/title/tt0046912/,https://www.metacritic.com/movie/dial-m-for-murder?ftag=MCD-06-10aaa1c,"Crime,Thriller",PG,170735,75,PG,105 min,"
A former tennis star arranges the murder of his adulterous wife.",1954,105,8.2
Baahubali: The Beginning,/title/tt2631186/,https://www.metacritic.com/movie/dial-m-for-murder?ftag=MCD-06-10aaa1c,"Action,Drama",Not Rated,112056,,Not Rated,159 min,"
In ancient India, an adventurous and daring man becomes involved in a decades-old feud between two warring peoples.",2015,159,8.0
The Man Who Would Be King,/title/tt0073341/,https://www.metacritic.com/movie/the-man-who-would-be-king?ftag=MCD-06-10aaa1c,"Adventure,History,War",PG,48060,91,PG,129 min,"
Two former British soldiers in 1880s India decide to set themselves up as Kings in Kafiristan, a land where no white man has set foot since Alexander the Great.",1975,129,7.8
The Great Dictator,/title/tt0032553/,https://www.metacritic.com/movie/the-man-who-would-be-king?ftag=MCD-06-10aaa1c,"Comedy,Drama,War",G,218076,,G,125 min,"
Dictator Adenoid Hynkel tries to expand his empire while a poor Jewish barber tries to avoid persecution from Hynkel's regime.",1940,125,8.4
God's Own Country,/title/tt5635086/,https://www.metacritic.com/movie/gods-own-country?ftag=MCD-06-10aaa1c,"Drama,Romance",Not Rated,29348,85,Not Rated,104 min,"
Spring. Yorkshire. Young farmer Johnny Saxby numbs his daily frustrations with binge drinking and casual sex, until the arrival of a Romanian migrant worker for lambing season ignites an intense relationship that sets Johnny on a new path.",2017,104,7.7
The Last King of Scotland,/title/tt0455590/,https://www.metacritic.com/movie/the-last-king-of-scotland?ftag=MCD-06-10aaa1c,"Biography,Drama,History",R,183414,74,R,123 min,"
Based on the events of the brutal Ugandan dictator Idi Amin's regime as seen by his personal physician during the 1970s.",2006,123,7.7
Wolfwalkers,/title/tt5198068/,https://www.metacritic.com/movie/wolfwalkers?ftag=MCD-06-10aaa1c,"Animation,Adventure,Family",PG,29120,87,PG,103 min,"
A young apprentice hunter and her father journey to Ireland to help wipe out the last wolf pack. But everything changes when she befriends a free-spirited girl from a mysterious tribe rumored to transform into wolves by night.",2020,103,8.0
The Third Man,/title/tt0041959/,https://www.metacritic.com/movie/the-third-man?ftag=MCD-06-10aaa1c,"Film-Noir,Mystery,Thriller",Approved,168272,97,Approved,93 min,"
Pulp novelist Holly Martins travels to shadowy, postwar Vienna, only to find himself investigating the mysterious death of an old friend, Harry Lime.",1949,93,8.1
All About Eve,/title/tt0042192/,https://www.metacritic.com/movie/all-about-eve?ftag=MCD-06-10aaa1c,Drama,Passed,128429,98,Passed,138 min,"
A seemingly timid but secretly ruthless ingénue insinuates herself into the lives of an aging Broadway star and her circle of theater friends.",1950,138,8.2
Dawn of the Dead,/title/tt0077402/,https://www.metacritic.com/movie/dawn-of-the-dead-1979?ftag=MCD-06-10aaa1c,"Horror,Thriller",Unrated,117986,71,Unrated,127 min,"
Following an ever-growing epidemic of zombies that have risen from the dead, two Philadelphia S.W.A.T. team members, a traffic reporter, and his television executive girlfriend seek refuge in a secluded shopping mall.",1978,127,7.9
Star Trek II: The Wrath of Khan,/title/tt0084726/,https://www.metacritic.com/movie/star-trek-ii-the-wrath-of-khan?ftag=MCD-06-10aaa1c,"Action,Adventure,Sci-Fi",PG,118645,67,PG,113 min,"
With the assistance of the Enterprise crew, Admiral Kirk must stop an old nemesis, Khan Noonien Singh, from using the life-generating Genesis Device as the ultimate weapon.",1982,113,7.7
It Happened One Night,/title/tt0025316/,https://www.metacritic.com/movie/it-happened-one-night?ftag=MCD-06-10aaa1c,"Comedy,Romance",Passed,101214,87,Passed,105 min,"
A renegade reporter trailing a young runaway heiress for a big story joins her on a bus heading from Florida to New York, and they end up stuck with each other when the bus leaves them behind at one of the stops.",1934,105,8.1
Rashomon,/title/tt0042876/,https://www.metacritic.com/movie/rashomon?ftag=MCD-06-10aaa1c,"Crime,Drama,Mystery",Not Rated,163891,98,Not Rated,88 min,"
The rape of a bride and the murder of her samurai husband are recalled from the perspectives of a bandit, the bride, the samurai's ghost and a woodcutter.",1950,88,8.2
Fiddler on the Roof,/title/tt0067093/,https://www.metacritic.com/movie/fiddler-on-the-roof?ftag=MCD-06-10aaa1c,"Drama,Family,Musical",G,42630,67,G,181 min,"
In pre-revolutionary Russia, a Jewish peasant with traditional values contends with marrying off three of his daughters with modern romantic ideals while growing anti-Semitic sentiment threatens his village.",1971,181,8.0
50/50,/title/tt1306980/,https://www.metacritic.com/movie/5050?ftag=MCD-06-10aaa1c,"Comedy,Drama,Romance",R,325806,72,R,100 min,"
Inspired by a true story, a comedy centered on a 27-year-old guy who learns of his cancer diagnosis and his subsequent struggle to beat the disease.",2011,100,7.6
Gangs of Wasseypur,/title/tt1954470/,https://www.metacritic.com/movie/gangs-of-wasseypur?ftag=MCD-06-10aaa1c,"Action,Comedy,Crime",Not Rated,92775,89,Not Rated,321 min,"
A clash between Sultan and Shahid Khan leads to the expulsion of Khan from Wasseypur, and ignites a deadly blood feud spanning three generations.",2012,321,8.2
The Last Emperor,/title/tt0093389/,https://www.metacritic.com/movie/the-last-emperor?ftag=MCD-06-10aaa1c,"Biography,Drama,History",PG-13,100590,76,PG-13,163 min,"
The story of the final Emperor of China.",1987,163,7.7
The Wind Rises,/title/tt2013293/,https://www.metacritic.com/movie/the-wind-rises?ftag=MCD-06-10aaa1c,"Animation,Biography,Drama",PG-13,81843,83,PG-13,126 min,"
A look at the life of Jiro Horikoshi, the man who designed Japanese fighter planes during World War II.",2013,126,7.8
I Am Sam,/title/tt0277027/,https://www.metacritic.com/movie/i-am-sam?ftag=MCD-06-10aaa1c,Drama,PG-13,148475,,PG-13,132 min,"
A mentally handicapped man fights for custody of his 7-year-old daughter and in the process teaches his cold-hearted lawyer the value of love and family.",2001,132,7.6
Clerks,/title/tt0109445/,https://www.metacritic.com/movie/clerks?ftag=MCD-06-10aaa1c,Comedy,R,218824,70,R,92 min,"
A day in the lives of two convenience clerks named Dante and Randal as they annoy customers, discuss movies, and play hockey on the store roof.",1994,92,7.7
Ed Wood,/title/tt0109707/,https://www.metacritic.com/movie/ed-wood?ftag=MCD-06-10aaa1c,"Biography,Comedy,Drama",R,172891,70,R,127 min,"
Ambitious but troubled movie director Edward D. Wood Jr. tries his best to fulfill his dreams, despite his lack of talent.",1994,127,7.8
King Kong,/title/tt0024216/,https://www.metacritic.com/movie/king-kong-1933?ftag=MCD-06-10aaa1c,"Adventure,Horror,Sci-Fi",Passed,83886,90,Passed,100 min,"
A film crew goes to a tropical island for an exotic location shoot and discovers a colossal ape who takes a shine to their female blonde star. He is then captured and brought back to New York City for public exhibition.",1933,100,7.9
Hero,/title/tt0299977/,https://www.metacritic.com/movie/hero?ftag=MCD-06-10aaa1c,"Action,Adventure,Drama",PG-13,179346,85,PG-13,120 min,"
A defense officer, Nameless, was summoned by the King of Qin regarding his success of terminating three warriors.",2002,120,7.9
Night of the Living Dead,/title/tt0063350/,https://www.metacritic.com/movie/night-of-the-living-dead?ftag=MCD-06-10aaa1c,"Horror,Thriller",Not Rated,124851,89,Not Rated,96 min,"
A ragtag group of Pennsylvanians barricade themselves in an old farmhouse to remain safe from a horde of flesh-eating ghouls that are ravaging the East Coast of the United States.",1968,96,7.9
Dancer in the Dark,/title/tt0168629/,https://www.metacritic.com/movie/dancer-in-the-dark?ftag=MCD-06-10aaa1c,"Crime,Drama,Musical",R,107803,61,R,140 min,"
An Eastern European US immigrant with a love for musicals has to cope with the gradual loss of her vision.",2000,140,8.0
Barton Fink,/title/tt0101410/,https://www.metacritic.com/movie/barton-fink?ftag=MCD-06-10aaa1c,"Comedy,Drama,Thriller",R,119084,69,R,116 min,"
A renowned New York playwright is enticed to California to write for the movies and discovers the hellish truth of Hollywood.",1991,116,7.7
Castle in the Sky,/title/tt0092067/,https://www.metacritic.com/movie/castle-in-the-sky?ftag=MCD-06-10aaa1c,"Animation,Adventure,Family",PG,161330,78,PG,125 min,"
A young boy and a girl with a magic crystal must race against pirates and foreign agents in a search for a legendary floating castle.",1986,125,8.0
Tumbbad,/title/tt8239946/,https://www.metacritic.com/movie/castle-in-the-sky?ftag=MCD-06-10aaa1c,"Drama,Fantasy,Horror",Not Rated,40089,,Not Rated,104 min,"
A mythological story about a goddess who created the entire universe. The plot revolves around the consequences when humans build a temple for her first-born.",2018,104,8.3
Shoplifters,/title/tt8075192/,https://www.metacritic.com/movie/shoplifters?ftag=MCD-06-10aaa1c,"Crime,Drama",R,72539,93,R,121 min,"
A family of small-time crooks take in a child they find outside in the cold.",2018,121,7.9
Andhadhun,/title/tt8108198/,https://www.metacritic.com/movie/shoplifters?ftag=MCD-06-10aaa1c,"Comedy,Crime,Music",Not Rated,87756,,Not Rated,139 min,"
A series of mysterious events change the life of a blind pianist, who must now report a crime that he should technically know nothing of.",2018,139,8.2
The Celebration,/title/tt0154420/,https://www.metacritic.com/movie/the-celebration?ftag=MCD-06-10aaa1c,Drama,R,85080,82,R,105 min,"
At Helge's 60th birthday party, some unpleasant family truths are revealed.",1998,105,8.1
All About My Mother,/title/tt0185125/,https://www.metacritic.com/movie/all-about-my-mother?ftag=MCD-06-10aaa1c,Drama,R,94721,87,R,101 min,"
Young Esteban wants to become a writer and also to discover the identity of his second mother, a trans woman, carefully concealed by his mother Manuela.",1999,101,7.9
"South Park: Bigger, Longer & Uncut",/title/tt0158983/,https://www.metacritic.com/movie/south-park-bigger-longer-uncut?ftag=MCD-06-10aaa1c,"Animation,Comedy,Fantasy",R,201164,73,R,81 min,"
When Stan Marsh and his friends go see an R-rated movie, they start cursing and their parents think that Canada is to blame.",1999,81,7.7
Finding Neverland,/title/tt0308644/,https://www.metacritic.com/movie/finding-neverland?ftag=MCD-06-10aaa1c,"Biography,Drama,Family",PG,203977,67,PG,106 min,"
The story of Sir J.M. Barrie's friendship with a family who inspired him to create Peter Pan.",2004,106,7.6
Short Term 12,/title/tt2370248/,https://www.metacritic.com/movie/short-term-12?ftag=MCD-06-10aaa1c,Drama,R,86414,82,R,96 min,"
A 20-something supervising staff member of a residential treatment facility navigates the troubled waters of that world alongside her co-worker and longtime boyfriend.",2013,96,8.0
East of Eden,/title/tt0048028/,https://www.metacritic.com/movie/east-of-eden?ftag=MCD-06-10aaa1c,Drama,PG,44544,72,PG,118 min,"
Two brothers in 1910s California struggle to maintain their strict, Bible-toting father's favor as an old secret about their long-absent mother comes to light.",1955,118,7.9
The Killing,/title/tt0049406/,https://www.metacritic.com/movie/the-killing?ftag=MCD-06-10aaa1c,"Crime,Drama,Film-Noir",Approved,87693,91,Approved,84 min,"
Crook Johnny Clay assembles a five-man team to plan and execute a daring racetrack robbery.",1956,84,8.0
